FMCG Category,Order Region,Budget Month,Budgeted Sales,Budgeted Cost
Household & Home Care,Caribbean,2015-10-01,2133.45,1600.08
Household & Home Care,Caribbean,2015-11-01,1992.66,1494.49
Household & Home Care,Caribbean,2015-12-01,2151.28,1613.46
Household & Home Care,Caribbean,2016-01-01,2111.91,1583.93
Household & Home Care,Caribbean,2016-02-01,2140.3,1605.22
Household & Home Care,Caribbean,2016-03-01,2116.33,1587.25
Household & Home Care,Caribbean,2016-04-01,2259.16,1694.37
Household & Home Care,Caribbean,2016-05-01,2079.39,1559.54
Household & Home Care,Caribbean,2016-06-01,2326.95,1745.21
Household & Home Care,Caribbean,2016-07-01,2167.54,1625.66
Household & Home Care,Caribbean,2016-08-01,2130.34,1597.75
Household & Home Care,Caribbean,2016-09-01,2155.06,1616.3
Household & Home Care,Caribbean,2016-10-01,2199.81,1649.86
Household & Home Care,Caribbean,2016-11-01,2129.67,1597.25
Household & Home Care,Caribbean,2016-12-01,2270.08,1702.56
Household & Home Care,Caribbean,2017-01-01,2381.8,1786.35
Household & Home Care,Caribbean,2017-02-01,2346.8,1760.1
Household & Home Care,Caribbean,2017-03-01,2423.61,1817.7
Household & Home Care,Caribbean,2017-04-01,2372.62,1779.46
Household & Home Care,Caribbean,2017-05-01,2216.81,1662.61
Household & Home Care,Caribbean,2017-06-01,2245.66,1684.25
Household & Home Care,Caribbean,2017-07-01,2304.48,1728.36
Household & Home Care,Caribbean,2017-08-01,2258.12,1693.59
Household & Home Care,Caribbean,2017-09-01,2282.22,1711.67
Household & Home Care,Caribbean,2017-10-01,2303.94,1727.95
Household & Home Care,Caribbean,2017-11-01,2389.68,1792.26
Household & Home Care,Caribbean,2017-12-01,2323.14,1742.35
Household & Home Care,Caribbean,2018-01-01,2524.88,1893.66
Household & Home Care,Central Africa,2015-01-01,428.08,321.06
Household & Home Care,Central Africa,2015-02-01,397.63,298.22
Household & Home Care,Central Africa,2015-03-01,447.34,335.5
Household & Home Care,Central Africa,2015-04-01,404.69,303.52
Household & Home Care,Central Africa,2015-05-01,417.31,312.98
Household & Home Care,Central Africa,2015-06-01,398.23,298.67
Household & Home Care,Central Africa,2015-07-01,423.87,317.9
Household & Home Care,Central Africa,2015-08-01,431.62,323.71
Household & Home Care,Central Africa,2015-09-01,411.85,308.88
Household & Home Care,Central Africa,2015-10-01,444.33,333.25
Household & Home Care,Central Africa,2015-11-01,404.85,303.64
Household & Home Care,Central Africa,2015-12-01,445.35,334.01
Household & Home Care,Central Africa,2016-01-01,458.98,344.23
Household & Home Care,Central Africa,2016-02-01,425.21,318.91
Household & Home Care,Central Africa,2016-03-01,422.59,316.95
Household & Home Care,Central Africa,2016-04-01,420.63,315.47
Household & Home Care,Central Africa,2016-05-01,447.89,335.92
Household & Home Care,Central Africa,2016-06-01,430.47,322.85
Household & Home Care,Central Africa,2016-07-01,468.82,351.62
Household & Home Care,Central Africa,2016-08-01,423.25,317.44
Household & Home Care,Central Africa,2016-09-01,460.12,345.09
Household & Home Care,Central Africa,2016-10-01,437.11,327.83
Household & Home Care,Central Africa,2016-11-01,417.88,313.41
Household & Home Care,Central Africa,2016-12-01,456.3,342.23
Household & Home Care,Central Africa,2017-01-01,470.81,353.11
Household & Home Care,Central Africa,2017-02-01,450.81,338.1
Household & Home Care,Central Africa,2017-03-01,457.84,343.38
Household & Home Care,Central Africa,2017-04-01,446.36,334.77
Household & Home Care,Central Africa,2017-05-01,445.5,334.12
Household & Home Care,Central Africa,2017-06-01,469.8,352.35
Household & Home Care,Central Africa,2017-07-01,468.13,351.1
Household & Home Care,Central Africa,2017-08-01,449.33,337.0
Household & Home Care,Central Africa,2017-09-01,454.59,340.95
Household & Home Care,Central Africa,2017-10-01,493.64,370.23
Household & Home Care,Central Africa,2017-11-01,457.71,343.28
Household & Home Care,Central Africa,2017-12-01,465.22,348.92
Household & Home Care,Central Africa,2018-01-01,469.22,351.92
Household & Home Care,Northern Europe,2015-01-01,2326.81,1745.11
Household & Home Care,Northern Europe,2015-02-01,2500.79,1875.59
Household & Home Care,Northern Europe,2015-03-01,2390.94,1793.2
Household & Home Care,Northern Europe,2015-04-01,2539.59,1904.69
Household & Home Care,Northern Europe,2015-05-01,2388.04,1791.03
Household & Home Care,Northern Europe,2015-06-01,2428.73,1821.55
Household & Home Care,Northern Europe,2015-07-01,2511.26,1883.44
Household & Home Care,Northern Europe,2015-08-01,2524.28,1893.21
Household & Home Care,Northern Europe,2015-09-01,2421.37,1816.03
Household & Home Care,Northern Europe,2015-10-01,2534.81,1901.11
Household & Home Care,Northern Europe,2015-11-01,2486.13,1864.6
Household & Home Care,Northern Europe,2015-12-01,2560.88,1920.66
Household & Home Care,Northern Europe,2016-01-01,2670.99,2003.24
Household & Home Care,Northern Europe,2016-02-01,2690.96,2018.22
Household & Home Care,Northern Europe,2016-03-01,2517.71,1888.28
Household & Home Care,Northern Europe,2016-04-01,2460.78,1845.59
Household & Home Care,Northern Europe,2016-05-01,2436.38,1827.29
Household & Home Care,Northern Europe,2016-06-01,2538.21,1903.66
Household & Home Care,Northern Europe,2016-07-01,2564.2,1923.15
Household & Home Care,Northern Europe,2016-08-01,2518.02,1888.52
Household & Home Care,Northern Europe,2016-09-01,2485.29,1863.97
Household & Home Care,Northern Europe,2016-10-01,2568.34,1926.26
Household & Home Care,Northern Europe,2016-11-01,2530.52,1897.89
Household & Home Care,Northern Europe,2016-12-01,2445.46,1834.1
Household & Home Care,Northern Europe,2017-01-01,2830.53,2122.89
Household & Home Care,Northern Europe,2017-02-01,2726.96,2045.22
Household & Home Care,Northern Europe,2017-03-01,2614.45,1960.84
Household & Home Care,Northern Europe,2017-04-01,2665.02,1998.77
Household & Home Care,Northern Europe,2017-05-01,2745.34,2059.0
Household & Home Care,Northern Europe,2017-06-01,2588.93,1941.7
Household & Home Care,Northern Europe,2017-07-01,2726.9,2045.18
Household & Home Care,Northern Europe,2017-08-01,2797.75,2098.31
Household & Home Care,Northern Europe,2017-09-01,2610.85,1958.14
Household & Home Care,Northern Europe,2017-10-01,2723.43,2042.57
Household & Home Care,Northern Europe,2017-11-01,2849.9,2137.42
Household & Home Care,Northern Europe,2017-12-01,2786.98,2090.24
Household & Home Care,Northern Europe,2018-01-01,2838.41,2128.81
Household & Home Care,North Africa,2015-01-01,768.07,576.05
Household & Home Care,North Africa,2015-02-01,856.59,642.44
Household & Home Care,North Africa,2015-03-01,861.55,646.16
Household & Home Care,North Africa,2015-04-01,842.22,631.66
Household & Home Care,North Africa,2015-05-01,788.01,591.0
Household & Home Care,North Africa,2015-06-01,822.54,616.91
Household & Home Care,North Africa,2015-07-01,844.17,633.13
Household & Home Care,North Africa,2015-08-01,817.53,613.15
Household & Home Care,North Africa,2015-09-01,860.41,645.31
Household & Home Care,North Africa,2015-10-01,823.9,617.92
Household & Home Care,North Africa,2015-11-01,766.17,574.63
Household & Home Care,North Africa,2015-12-01,794.65,595.99
Household & Home Care,North Africa,2016-01-01,906.06,679.55
Household & Home Care,North Africa,2016-02-01,904.54,678.4
Household & Home Care,North Africa,2016-03-01,898.59,673.94
Household & Home Care,North Africa,2016-04-01,824.98,618.73
Household & Home Care,North Africa,2016-05-01,829.96,622.47
Household & Home Care,North Africa,2016-06-01,865.98,649.49
Household & Home Care,North Africa,2016-07-01,807.44,605.58
Household & Home Care,North Africa,2016-08-01,895.32,671.49
Household & Home Care,North Africa,2016-09-01,854.14,640.61
Household & Home Care,North Africa,2016-10-01,878.89,659.17
Household & Home Care,North Africa,2016-11-01,866.83,650.13
Household & Home Care,North Africa,2016-12-01,840.91,630.68
Household & Home Care,North Africa,2017-01-01,941.37,706.02
Household & Home Care,North Africa,2017-02-01,870.41,652.81
Household & Home Care,North Africa,2017-03-01,899.27,674.45
Household & Home Care,North Africa,2017-04-01,889.41,667.05
Household & Home Care,North Africa,2017-05-01,921.48,691.11
Household & Home Care,North Africa,2017-06-01,920.29,690.22
Household & Home Care,North Africa,2017-07-01,892.69,669.52
Household & Home Care,North Africa,2017-08-01,879.68,659.76
Household & Home Care,North Africa,2017-09-01,866.54,649.91
Household & Home Care,North Africa,2017-10-01,849.12,636.84
Household & Home Care,North Africa,2017-11-01,891.49,668.62
Household & Home Care,North Africa,2017-12-01,844.37,633.28
Household & Home Care,North Africa,2018-01-01,926.22,694.67
Household & Home Care,West of USA,2015-01-01,2127.48,1595.61
Household & Home Care,West of USA,2015-02-01,2051.1,1538.32
Household & Home Care,West of USA,2015-03-01,1993.39,1495.04
Household & Home Care,West of USA,2015-04-01,2121.66,1591.25
Household & Home Care,West of USA,2015-05-01,2133.93,1600.44
Household & Home Care,West of USA,2015-06-01,2081.1,1560.83
Household & Home Care,West of USA,2015-07-01,1966.92,1475.19
Household & Home Care,West of USA,2015-08-01,2107.5,1580.63
Household & Home Care,West of USA,2015-09-01,2084.55,1563.42
Household & Home Care,West of USA,2015-10-01,2050.33,1537.75
Household & Home Care,West of USA,2015-11-01,2006.7,1505.02
Household & Home Care,West of USA,2015-12-01,1958.52,1468.89
Household & Home Care,West of USA,2016-01-01,2063.62,1547.72
Household & Home Care,West of USA,2016-02-01,2119.53,1589.64
Household & Home Care,West of USA,2016-03-01,2116.14,1587.1
Household & Home Care,West of USA,2016-04-01,2102.89,1577.17
Household & Home Care,West of USA,2016-05-01,2189.95,1642.46
Household & Home Care,West of USA,2016-06-01,2051.35,1538.52
Household & Home Care,West of USA,2016-07-01,2019.34,1514.51
Household & Home Care,West of USA,2016-08-01,2031.56,1523.67
Household & Home Care,West of USA,2016-09-01,2145.4,1609.05
Household & Home Care,West of USA,2016-10-01,1996.17,1497.13
Household & Home Care,West of USA,2016-11-01,2067.17,1550.37
Household & Home Care,West of USA,2016-12-01,2031.34,1523.5
Household & Home Care,West of USA,2017-01-01,2094.63,1570.97
Household & Home Care,West of USA,2017-02-01,2338.85,1754.14
Household & Home Care,West of USA,2017-03-01,2184.45,1638.34
Household & Home Care,West of USA,2017-04-01,2327.56,1745.67
Household & Home Care,West of USA,2017-05-01,2215.78,1661.83
Household & Home Care,West of USA,2017-06-01,2345.96,1759.47
Household & Home Care,West of USA,2017-07-01,2124.52,1593.39
Household & Home Care,West of USA,2017-08-01,2186.36,1639.77
Household & Home Care,West of USA,2017-09-01,2153.7,1615.28
Household & Home Care,West of USA,2017-10-01,2287.04,1715.28
Household & Home Care,West of USA,2017-11-01,2152.23,1614.17
Household & Home Care,West of USA,2017-12-01,2236.59,1677.44
Household & Home Care,West of USA,2018-01-01,2244.72,1683.54
Household & Home Care,US Center,2015-01-01,1406.4,1054.8
Household & Home Care,US Center,2015-02-01,1552.89,1164.66
Household & Home Care,US Center,2015-03-01,1531.87,1148.91
Household & Home Care,US Center,2015-04-01,1535.84,1151.88
Household & Home Care,US Center,2015-05-01,1572.03,1179.02
Household & Home Care,US Center,2015-06-01,1545.97,1159.48
Household & Home Care,US Center,2015-07-01,1406.94,1055.21
Household & Home Care,US Center,2015-08-01,1444.85,1083.63
Household & Home Care,US Center,2015-09-01,1468.1,1101.08
Household & Home Care,US Center,2015-10-01,1563.44,1172.58
Household & Home Care,US Center,2015-11-01,1398.21,1048.66
Household & Home Care,US Center,2015-12-01,1526.01,1144.51
Household & Home Care,US Center,2016-01-01,1476.53,1107.4
Household & Home Care,US Center,2016-02-01,1496.48,1122.36
Household & Home Care,US Center,2016-03-01,1510.19,1132.64
Household & Home Care,US Center,2016-04-01,1547.37,1160.53
Household & Home Care,US Center,2016-05-01,1633.28,1224.96
Household & Home Care,US Center,2016-06-01,1624.66,1218.49
Household & Home Care,US Center,2016-07-01,1523.37,1142.53
Household & Home Care,US Center,2016-08-01,1648.29,1236.22
Household & Home Care,US Center,2016-09-01,1475.68,1106.76
Household & Home Care,US Center,2016-10-01,1475.26,1106.45
Household & Home Care,US Center,2016-11-01,1554.15,1165.62
Household & Home Care,US Center,2016-12-01,1527.85,1145.89
Household & Home Care,US Center,2017-01-01,1708.16,1281.12
Household & Home Care,US Center,2017-02-01,1542.44,1156.83
Household & Home Care,US Center,2017-03-01,1710.85,1283.14
Household & Home Care,US Center,2017-04-01,1592.91,1194.68
Household & Home Care,US Center,2017-05-01,1692.54,1269.41
Household & Home Care,US Center,2017-06-01,1540.66,1155.49
Household & Home Care,US Center,2017-07-01,1717.01,1287.76
Household & Home Care,US Center,2017-08-01,1699.74,1274.81
Household & Home Care,US Center,2017-09-01,1651.92,1238.94
Household & Home Care,US Center,2017-10-01,1700.79,1275.6
Household & Home Care,US Center,2017-11-01,1694.82,1271.11
Household & Home Care,US Center,2017-12-01,1705.25,1278.94
Household & Home Care,US Center,2018-01-01,1755.21,1316.41
Household & Home Care,West Africa,2015-01-01,983.92,737.94
Household & Home Care,West Africa,2015-02-01,940.05,705.04
Household & Home Care,West Africa,2015-03-01,953.49,715.12
Household & Home Care,West Africa,2015-04-01,928.66,696.49
Household & Home Care,West Africa,2015-05-01,985.92,739.44
Household & Home Care,West Africa,2015-06-01,878.01,658.51
Household & Home Care,West Africa,2015-07-01,957.93,718.45
Household & Home Care,West Africa,2015-08-01,902.6,676.95
Household & Home Care,West Africa,2015-09-01,950.76,713.07
Household & Home Care,West Africa,2015-10-01,895.22,671.41
Household & Home Care,West Africa,2015-11-01,913.77,685.33
Household & Home Care,West Africa,2015-12-01,952.27,714.2
Household & Home Care,West Africa,2016-01-01,967.27,725.45
Household & Home Care,West Africa,2016-02-01,997.26,747.94
Household & Home Care,West Africa,2016-03-01,995.1,746.33
Household & Home Care,West Africa,2016-04-01,932.69,699.52
Household & Home Care,West Africa,2016-05-01,1000.7,750.53
Household & Home Care,West Africa,2016-06-01,951.99,713.99
Household & Home Care,West Africa,2016-07-01,969.13,726.85
Household & Home Care,West Africa,2016-08-01,979.52,734.64
Household & Home Care,West Africa,2016-09-01,963.82,722.86
Household & Home Care,West Africa,2016-10-01,950.25,712.69
Household & Home Care,West Africa,2016-11-01,938.33,703.75
Household & Home Care,West Africa,2016-12-01,992.83,744.62
Household & Home Care,West Africa,2017-01-01,1058.31,793.73
Household & Home Care,West Africa,2017-02-01,988.81,741.61
Household & Home Care,West Africa,2017-03-01,1039.61,779.71
Household & Home Care,West Africa,2017-04-01,981.43,736.07
Household & Home Care,West Africa,2017-05-01,1044.62,783.47
Household & Home Care,West Africa,2017-06-01,1002.02,751.52
Household & Home Care,West Africa,2017-07-01,1009.42,757.07
Household & Home Care,West Africa,2017-08-01,1047.93,785.95
Household & Home Care,West Africa,2017-09-01,1022.42,766.81
Household & Home Care,West Africa,2017-10-01,1020.64,765.48
Household & Home Care,West Africa,2017-11-01,1002.64,751.98
Household & Home Care,West Africa,2017-12-01,1065.45,799.09
Household & Home Care,West Africa,2018-01-01,1052.81,789.61
Household & Home Care,East Africa,2015-01-01,475.02,356.26
Household & Home Care,East Africa,2015-02-01,442.03,331.52
Household & Home Care,East Africa,2015-03-01,489.69,367.27
Household & Home Care,East Africa,2015-04-01,492.82,369.61
Household & Home Care,East Africa,2015-05-01,448.96,336.72
Household & Home Care,East Africa,2015-06-01,463.42,347.56
Household & Home Care,East Africa,2015-07-01,444.74,333.55
Household & Home Care,East Africa,2015-08-01,461.88,346.41
Household & Home Care,East Africa,2015-09-01,487.32,365.49
Household & Home Care,East Africa,2015-10-01,471.95,353.96
Household & Home Care,East Africa,2015-11-01,446.4,334.8
Household & Home Care,East Africa,2015-12-01,493.0,369.75
Household & Home Care,East Africa,2016-01-01,493.42,370.06
Household & Home Care,East Africa,2016-02-01,465.01,348.76
Household & Home Care,East Africa,2016-03-01,482.14,361.6
Household & Home Care,East Africa,2016-04-01,469.21,351.91
Household & Home Care,East Africa,2016-05-01,512.57,384.43
Household & Home Care,East Africa,2016-06-01,483.66,362.75
Household & Home Care,East Africa,2016-07-01,490.02,367.52
Household & Home Care,East Africa,2016-08-01,510.05,382.54
Household & Home Care,East Africa,2016-09-01,494.02,370.52
Household & Home Care,East Africa,2016-10-01,463.49,347.62
Household & Home Care,East Africa,2016-11-01,465.01,348.76
Household & Home Care,East Africa,2016-12-01,470.85,353.13
Household & Home Care,East Africa,2017-01-01,525.32,393.99
Household & Home Care,East Africa,2017-02-01,521.79,391.34
Household & Home Care,East Africa,2017-03-01,505.76,379.32
Household & Home Care,East Africa,2017-04-01,503.0,377.25
Household & Home Care,East Africa,2017-05-01,488.62,366.46
Household & Home Care,East Africa,2017-06-01,487.97,365.98
Household & Home Care,East Africa,2017-07-01,522.88,392.16
Household & Home Care,East Africa,2017-08-01,532.76,399.57
Household & Home Care,East Africa,2017-09-01,514.68,386.01
Household & Home Care,East Africa,2017-10-01,526.2,394.65
Household & Home Care,East Africa,2017-11-01,511.3,383.48
Household & Home Care,East Africa,2017-12-01,487.03,365.27
Household & Home Care,East Africa,2018-01-01,508.0,381.0
Household & Home Care,Southern Europe,2015-01-01,2462.56,1846.92
Household & Home Care,Southern Europe,2015-02-01,2481.32,1860.99
Household & Home Care,Southern Europe,2015-03-01,2514.57,1885.93
Household & Home Care,Southern Europe,2015-04-01,2321.71,1741.28
Household & Home Care,Southern Europe,2015-05-01,2443.26,1832.45
Household & Home Care,Southern Europe,2015-06-01,2445.11,1833.83
Household & Home Care,Southern Europe,2015-07-01,2423.84,1817.88
Household & Home Care,Southern Europe,2015-08-01,2468.07,1851.05
Household & Home Care,Southern Europe,2015-09-01,2506.52,1879.89
Household & Home Care,Southern Europe,2015-10-01,2291.54,1718.66
Household & Home Care,Southern Europe,2015-11-01,2441.72,1831.29
Household & Home Care,Southern Europe,2015-12-01,2351.9,1763.93
Household & Home Care,Southern Europe,2016-01-01,2593.45,1945.09
Household & Home Care,Southern Europe,2016-02-01,2618.96,1964.22
Household & Home Care,Southern Europe,2016-03-01,2627.62,1970.71
Household & Home Care,Southern Europe,2016-04-01,2572.34,1929.25
Household & Home Care,Southern Europe,2016-05-01,2621.08,1965.81
Household & Home Care,Southern Europe,2016-06-01,2381.07,1785.8
Household & Home Care,Southern Europe,2016-07-01,2373.84,1780.38
Household & Home Care,Southern Europe,2016-08-01,2470.55,1852.91
Household & Home Care,Southern Europe,2016-09-01,2561.38,1921.04
Household & Home Care,Southern Europe,2016-10-01,2587.37,1940.52
Household & Home Care,Southern Europe,2016-11-01,2596.37,1947.27
Household & Home Care,Southern Europe,2016-12-01,2385.12,1788.84
Household & Home Care,Southern Europe,2017-01-01,2678.08,2008.56
Household & Home Care,Southern Europe,2017-02-01,2637.24,1977.93
Household & Home Care,Southern Europe,2017-03-01,2515.55,1886.67
Household & Home Care,Southern Europe,2017-04-01,2612.18,1959.13
Household & Home Care,Southern Europe,2017-05-01,2706.73,2030.05
Household & Home Care,Southern Europe,2017-06-01,2514.95,1886.21
Household & Home Care,Southern Europe,2017-07-01,2744.41,2058.31
Household & Home Care,Southern Europe,2017-08-01,2514.66,1885.99
Household & Home Care,Southern Europe,2017-09-01,2488.71,1866.53
Household & Home Care,Southern Europe,2017-10-01,2577.24,1932.93
Household & Home Care,Southern Europe,2017-11-01,2707.73,2030.8
Household & Home Care,Southern Europe,2017-12-01,2706.72,2030.04
Household & Home Care,Southern Europe,2018-01-01,2871.72,2153.79
Household & Home Care,East of USA,2015-01-01,1675.58,1256.69
Household & Home Care,East of USA,2015-02-01,1683.61,1262.7
Household & Home Care,East of USA,2015-03-01,1681.08,1260.81
Household & Home Care,East of USA,2015-04-01,1681.37,1261.02
Household & Home Care,East of USA,2015-05-01,1726.39,1294.79
Household & Home Care,East of USA,2015-06-01,1846.1,1384.57
Household & Home Care,East of USA,2015-07-01,1779.67,1334.75
Household & Home Care,East of USA,2015-08-01,1709.13,1281.85
Household & Home Care,East of USA,2015-09-01,1838.77,1379.08
Household & Home Care,East of USA,2015-10-01,1755.62,1316.71
Household & Home Care,East of USA,2015-11-01,1646.14,1234.6
Household & Home Care,East of USA,2015-12-01,1653.38,1240.03
Household & Home Care,East of USA,2016-01-01,1841.57,1381.18
Household & Home Care,East of USA,2016-02-01,1762.57,1321.93
Household & Home Care,East of USA,2016-03-01,1779.02,1334.26
Household & Home Care,East of USA,2016-04-01,1801.76,1351.32
Household & Home Care,East of USA,2016-05-01,1850.9,1388.18
Household & Home Care,East of USA,2016-06-01,1924.38,1443.29
Household & Home Care,East of USA,2016-07-01,1739.29,1304.47
Household & Home Care,East of USA,2016-08-01,1922.6,1441.95
Household & Home Care,East of USA,2016-09-01,1814.39,1360.79
Household & Home Care,East of USA,2016-10-01,1788.18,1341.13
Household & Home Care,East of USA,2016-11-01,1783.3,1337.48
Household & Home Care,East of USA,2016-12-01,1798.25,1348.69
Household & Home Care,East of USA,2017-01-01,1902.82,1427.12
Household & Home Care,East of USA,2017-02-01,1897.3,1422.97
Household & Home Care,East of USA,2017-03-01,2001.11,1500.83
Household & Home Care,East of USA,2017-04-01,1884.09,1413.06
Household & Home Care,East of USA,2017-05-01,1861.19,1395.89
Household & Home Care,East of USA,2017-06-01,2020.75,1515.56
Household & Home Care,East of USA,2017-07-01,1985.42,1489.07
Household & Home Care,East of USA,2017-08-01,1812.45,1359.33
Household & Home Care,East of USA,2017-09-01,1934.01,1450.5
Household & Home Care,East of USA,2017-10-01,1950.4,1462.8
Household & Home Care,East of USA,2017-11-01,1840.07,1380.05
Household & Home Care,East of USA,2017-12-01,1882.65,1411.99
Household & Home Care,East of USA,2018-01-01,1940.0,1455.0
Household & Home Care,Canada,2015-01-01,229.64,172.23
Household & Home Care,Canada,2015-02-01,242.03,181.52
Household & Home Care,Canada,2015-03-01,229.3,171.97
Household & Home Care,Canada,2015-04-01,240.54,180.4
Household & Home Care,Canada,2015-05-01,241.04,180.78
Household & Home Care,Canada,2015-06-01,244.48,183.36
Household & Home Care,Canada,2015-07-01,251.95,188.96
Household & Home Care,Canada,2015-08-01,227.94,170.96
Household & Home Care,Canada,2015-09-01,232.34,174.25
Household & Home Care,Canada,2015-10-01,246.53,184.9
Household & Home Care,Canada,2015-11-01,239.58,179.68
Household & Home Care,Canada,2015-12-01,232.38,174.29
Household & Home Care,Canada,2016-01-01,244.3,183.23
Household & Home Care,Canada,2016-02-01,244.23,183.18
Household & Home Care,Canada,2016-03-01,266.56,199.92
Household & Home Care,Canada,2016-04-01,250.12,187.59
Household & Home Care,Canada,2016-05-01,256.06,192.04
Household & Home Care,Canada,2016-06-01,255.93,191.95
Household & Home Care,Canada,2016-07-01,261.52,196.14
Household & Home Care,Canada,2016-08-01,253.2,189.9
Household & Home Care,Canada,2016-09-01,250.28,187.71
Household & Home Care,Canada,2016-10-01,260.25,195.19
Household & Home Care,Canada,2016-11-01,248.42,186.32
Household & Home Care,Canada,2016-12-01,241.52,181.14
Household & Home Care,Canada,2017-01-01,282.35,211.76
Household & Home Care,Canada,2017-02-01,280.28,210.21
Household & Home Care,Canada,2017-03-01,265.06,198.79
Household & Home Care,Canada,2017-04-01,273.56,205.17
Household & Home Care,Canada,2017-05-01,276.58,207.43
Household & Home Care,Canada,2017-06-01,262.63,196.97
Household & Home Care,Canada,2017-07-01,256.24,192.18
Household & Home Care,Canada,2017-08-01,255.55,191.66
Household & Home Care,Canada,2017-09-01,278.51,208.88
Household & Home Care,Canada,2017-10-01,282.11,211.58
Household & Home Care,Canada,2017-11-01,264.8,198.6
Household & Home Care,Canada,2017-12-01,281.76,211.32
Household & Home Care,Canada,2018-01-01,278.88,209.16
Household & Home Care,Southern Africa,2015-01-01,289.91,217.43
Household & Home Care,Southern Africa,2015-02-01,283.47,212.6
Household & Home Care,Southern Africa,2015-03-01,293.92,220.44
Household & Home Care,Southern Africa,2015-04-01,287.74,215.8
Household & Home Care,Southern Africa,2015-05-01,304.41,228.31
Household & Home Care,Southern Africa,2015-06-01,307.37,230.53
Household & Home Care,Southern Africa,2015-07-01,299.03,224.27
Household & Home Care,Southern Africa,2015-08-01,289.38,217.04
Household & Home Care,Southern Africa,2015-09-01,286.88,215.16
Household & Home Care,Southern Africa,2015-10-01,308.06,231.04
Household & Home Care,Southern Africa,2015-11-01,297.86,223.39
Household & Home Care,Southern Africa,2015-12-01,296.0,222.0
Household & Home Care,Southern Africa,2016-01-01,287.8,215.85
Household & Home Care,Southern Africa,2016-02-01,323.98,242.99
Household & Home Care,Southern Africa,2016-03-01,300.19,225.14
Household & Home Care,Southern Africa,2016-04-01,306.23,229.67
Household & Home Care,Southern Africa,2016-05-01,293.85,220.39
Household & Home Care,Southern Africa,2016-06-01,323.23,242.42
Household & Home Care,Southern Africa,2016-07-01,320.2,240.15
Household & Home Care,Southern Africa,2016-08-01,302.32,226.74
Household & Home Care,Southern Africa,2016-09-01,317.06,237.8
Household & Home Care,Southern Africa,2016-10-01,324.4,243.3
Household & Home Care,Southern Africa,2016-11-01,319.78,239.83
Household & Home Care,Southern Africa,2016-12-01,291.55,218.66
Household & Home Care,Southern Africa,2017-01-01,305.23,228.92
Household & Home Care,Southern Africa,2017-02-01,315.48,236.61
Household & Home Care,Southern Africa,2017-03-01,321.02,240.76
Household & Home Care,Southern Africa,2017-04-01,311.16,233.37
Household & Home Care,Southern Africa,2017-05-01,308.27,231.2
Household & Home Care,Southern Africa,2017-06-01,311.1,233.33
Household & Home Care,Southern Africa,2017-07-01,339.11,254.33
Household & Home Care,Southern Africa,2017-08-01,333.4,250.05
Household & Home Care,Southern Africa,2017-09-01,308.15,231.11
Household & Home Care,Southern Africa,2017-10-01,318.73,239.05
Household & Home Care,Southern Africa,2017-11-01,334.72,251.04
Household & Home Care,Southern Africa,2017-12-01,312.7,234.53
Household & Home Care,Southern Africa,2018-01-01,338.39,253.79
Household & Home Care,Central Asia,2015-01-01,135.82,101.87
Household & Home Care,Central Asia,2015-02-01,146.53,109.9
Household & Home Care,Central Asia,2015-03-01,139.54,104.66
Household & Home Care,Central Asia,2015-04-01,136.14,102.11
Household & Home Care,Central Asia,2015-05-01,143.32,107.49
Household & Home Care,Central Asia,2015-06-01,134.94,101.2
Household & Home Care,Central Asia,2015-07-01,135.28,101.46
Household & Home Care,Central Asia,2015-08-01,146.48,109.86
Household & Home Care,Central Asia,2015-09-01,145.9,109.42
Household & Home Care,Central Asia,2015-10-01,133.93,100.44
Household & Home Care,Central Asia,2015-11-01,132.66,99.5
Household & Home Care,Central Asia,2015-12-01,145.71,109.28
Household & Home Care,Central Asia,2016-01-01,145.13,108.84
Household & Home Care,Central Asia,2016-02-01,151.07,113.3
Household & Home Care,Central Asia,2016-03-01,143.67,107.75
Household & Home Care,Central Asia,2016-04-01,138.63,103.97
Household & Home Care,Central Asia,2016-05-01,139.71,104.78
Household & Home Care,Central Asia,2016-06-01,145.72,109.29
Household & Home Care,Central Asia,2016-07-01,150.61,112.96
Household & Home Care,Central Asia,2016-08-01,153.56,115.17
Household & Home Care,Central Asia,2016-09-01,143.0,107.25
Household & Home Care,Central Asia,2016-10-01,144.94,108.71
Household & Home Care,Central Asia,2016-11-01,150.06,112.55
Household & Home Care,Central Asia,2016-12-01,149.68,112.26
Household & Home Care,Central Asia,2017-01-01,158.83,119.12
Household & Home Care,Central Asia,2017-02-01,158.22,118.66
Household & Home Care,Central Asia,2017-03-01,154.16,115.62
Household & Home Care,Central Asia,2017-04-01,158.38,118.78
Household & Home Care,Central Asia,2017-05-01,152.66,114.5
Household & Home Care,Central Asia,2017-06-01,158.8,119.1
Household & Home Care,Central Asia,2017-07-01,152.91,114.68
Household & Home Care,Central Asia,2017-08-01,146.47,109.85
Household & Home Care,Central Asia,2017-09-01,159.35,119.51
Household & Home Care,Central Asia,2017-10-01,147.34,110.5
Household & Home Care,Central Asia,2017-11-01,154.45,115.84
Household & Home Care,Central Asia,2017-12-01,157.94,118.45
Household & Home Care,Central Asia,2018-01-01,163.84,122.88
Household & Home Care,Eastern Europe,2015-01-01,995.05,746.29
